,0MC_1,0MC_2,0MC_3,2MC_1,2MC_2,2MC_3,4MC_1,4MC_2,4MC_3,6MC_1,6MC_2,6MC_3,10MC_1,10MC_2,10MC_3,14MC_1,14MC_2,14MC_3,0MI_1,0MI_2,0MI_3,2MI_1,2MI_2,2MI_3,4MI_1,4MI_2,4MI_3,6MI_1,6MI_2,6MI_3,10MI_1,10MI_2,10MI_3,14MI_1,14MI_2,14MI_3,0PC_1,0PC_2,0PC_3,2PC_1,2PC_2,2PC_3,4PC_1,4PC_2,4PC_3,6PC_1,6PC_2,6PC_3,10PC_1,10PC_2,10PC_3,14PC_1,14PC_2,14PC_3,0PI_1,0PI_2,0PI_3,2PI_1,2PI_2,2PI_3,4PI_3,4PI_2,4PI_3,6PI_1,6PI_2,6PI_3,10PI_1,10PI_2,10PI_3,14PI_1,14PI_2,14PI_3
unknown_247.1284_36.35047,7590678.00,462525.80,488189.90,4289784296.00,1229898657.00,537910.80,4775994.00,1240754.00,768768.40,9027028936.00,150963083.00,1130099434.00,4223667793.00,1875371386.00,1437961744.00,5324182.00,1921841722.00,163192.30,2762998906.00,1764932116.00,6210802087.00,170127148.00,8357820336.00,2100766825.00,1179991612.00,1983448004.00,1056691329.00,1615749804.00,1481833845.00,2064323089.00,2130124257.00,1655567901.00,1392433408.00,1928912449.00,2048132627.00,1214757234.00,1538273607.00,1138274566.00,6644942.00,1969785531.00,455668.40,1927034842.00,207092.00,2055850935.00,335778345.00,952131.00,1400066612.00,1294404726.00,67131123.00,494420.50,41909.90,5838984.00,1601940941.00,220661.40,6112787495.00,13800000.00,1929400227.00,2119578097.00,5235938695.00,1532241174.00,177417441.00,1450442992.00,2120974554.00,1769837106.00,948781551.00,7846112527.00,1986715709.00,2895854922.00,103253434.00,142534406.00,1193931289.00,6785061809.00
leucine_[2M+H]+_263.1969_4.960755,1346772661.00,206581356.00,8331666152.00,1652031418.00,1903240767.00,7513717375.00,1466500535.00,1436013417.00,1886463019.00,2729880861.00,9810455354.00,6072328722.00,2681090561.00,1308150621.00,3174761001.00,1204975835.00,1119731636.00,1300039783.00,4270937813.00,2067166944.00,1459837884.00,1913608538.00,2325844.00,2110976.00,1124166.00,2575948.00,2239245.00,1337665.00,22663.79,59185.97,2183210755.00,1829238055.00,223175404.00,9909471659.00,2003656312.00,1585535939.00,2207816387.00,1186829324.00,4426637619.00,2068428135.00,1410736997.00,2033954009.00,6501094693.00,1020774259.00,2144338494.00,21394.67,552181501.00,2111071166.00,1641925011.00,1934795336.00,6128451895.00,24303.20,1237029248.00,6980262056.00,2108991255.00,9034198815.00,6175594645.00,8552427354.00,4495678945.00,1940041422.00,135447.80,1375161024.00,1167682.00,173492.90,1710512506.00,2092537823.00,1258324517.00,1229100398.00,25354.91,1330230414.00,1404449898.00,36764.04
"SGE (Salicyloyl glucose ester), SAG (Salicylic acid O-ß-glucoside)_[M+H]+_301.0943_6.100064",62899.83,33158.30,4432366318.00,25986.76,7028031.00,3930121989.00,26024.95,4474462.00,23007.49,37150.76,22635.24,2254021685.00,21666.37,18422.74,27701.98,325122.50,23663.29,1425454467.00,3260363707.00,5321674354.00,205220932.00,8565651615.00,4959819126.00,27550.24,1621974491.00,999596741.00,7458317096.00,24320.46,195850247.00,1262382021.00,6916296426.00,1343109982.00,1157418333.00,1226023075.00,1079478762.00,222141029.00,1722519935.00,113484.70,208955.80,1817812279.00,140915.50,25327.34,1255836169.00,9899678998.00,1186759429.00,149418.50,1388033876.00,169562.60,1716848239.00,75935.48,23500.61,55826.94,14499.32,4189665662.00,1427690085.00,28190.58,1189516789.00,1550196499.00,8508325142.00,1024419569.00,1960139532.00,58448.41,75166773.00,2056179004.00,1173287134.00,2075522733.00,4348173117.00,2169016313.00,202451993.00,3785307914.00,9994545378.00,9612870015.00
unknown_239.0536_15.44678,5883275099.00,9624733123.00,1095544364.00,5433106497.00,1254101152.00,4674619764.00,2455474019.00,26871.06,2063469738.00,6005596528.00,22406.68,1136175148.00,7079035451.00,2121138254.00,6797887357.00,24224.44,1166916594.00,1457039788.00,24979.49,21792.73,23566.55,1893797889.00,489940429.00,1824316809.00,1358929438.00,1825551979.00,25214.02,7584194109.00,24667.65,9652802818.00,1104927771.00,1901580676.00,2216002396.00,1268198626.00,9905116032.00,3634974294.00,1001226.00,26184.29,33321.52,1079851031.00,22256.60,1891244484.00,35364.42,1016118595.00,1657486534.00,3785736372.00,26374.65,955162529.00,1900577309.00,1379895533.00,2954368222.00,6448564061.00,20383.53,22680.45,1952053001.00,21859.82,1168329686.00,1346972604.00,1330682945.00,1736435459.00,9405961237.00,1050716371.00,24643.24,24716.01,1687949085.00,1314821465.00,4954410488.00,24328.66,8645816196.00,1531786745.00,1814630691.00,1869223348.00
unknown_295.0558_35.55639,123306.20,4134768007.00,7595251887.00,2052490178.00,168074.10,2025037602.00,2089036479.00,1716693369.00,1724802682.00,164056.30,176758.50,267583.80,23539.41,150697.70,314053.30,86486.75,2017221752.00,264364.30,1308877712.00,5450966632.00,114062863.00,1641844094.00,1168354611.00,3037776653.00,1316311652.00,2200032599.00,2183190247.00,8976215017.00,1045943568.00,7558363346.00,1930108689.00,2063527913.00,5068099222.00,1522200767.00,6974678436.00,2540741334.00,1855963987.00,1923385621.00,40050.25,2869585589.00,2204694839.00,1966241663.00,1416913269.00,2114814215.00,530958.90,9630212594.00,2899719447.00,314861.70,1630413591.00,3887671729.00,1565289517.00,24739.55,3183171191.00,2111038642.00,8212276278.00,1678182323.00,1269891948.00,1734430587.00,420966.20,2024517752.00,109101614.00,863350.80,3240446511.00,9188415007.00,3798783413.00,2276654017.00,1578954973.00,98917041.00,1349087324.00,1240695183.00,3240136674.00,8262277079.00
unknown_327.0849_54.09957,1463326036.00,2024427754.00,27246.93,6019529226.00,44130.48,32097.07,21489.76,1501634336.00,23079.78,25425.71,9795048773.00,131014289.00,156520481.00,1365358123.00,24069.73,2218670307.00,2023947893.00,193435917.00,1641270473.00,26045.38,2179491387.00,7427368266.00,25602.55,6914604387.00,48174.27,1923109122.00,39866.86,47711.96,212360.20,196378.90,5433700884.00,140779.00,110832.80,8308596676.00,190325.90,318272.80,1579674726.00,151622718.00,1133903342.00,12993.68,1419026858.00,1669382034.00,2082360606.00,22302.42,6976153927.00,9311761186.00,1008127772.00,7411597557.00,1002032595.00,1457334655.00,1087081522.00,135616441.00,8509611464.00,2120720794.00,5284382241.00,1089942034.00,745070753.00,1324069832.00,25782.94,6302187571.00,1029854466.00,1292628888.00,176256.70,1638471354.00,146816.00,113086.30,25763.54,113452.80,123647.30,1350355417.00,191174.70,143793.80
unknown_669.4062_64.06629,1541932052.00,2191923444.00,2129017176.00,1712600368.00,2079749775.00,1511006079.00,4193931274.00,160009561.00,769159.80,896448.10,2618384007.00,34861.89,1398840272.00,1307977648.00,4663960462.00,24321.39,576979.20,737897.00,23866.09,2345115036.00,26520.42,1878713692.00,9696667307.00,1956879474.00,9696938606.00,6181247356.00,1242655503.00,1178975438.00,316201344.00,1612424795.00,26167.85,119910694.00,8904295412.00,1750156933.00,1237496854.00,2042313202.00,23364.63,823600.10,26035.09,5658206857.00,900750.50,2628508836.00,218749547.00,909434.70,2002703819.00,1630412256.00,847133.50,23003.02,1456993698.00,58987.25,768365.80,1713784641.00,887217009.00,1013430723.00,4190741692.00,8608554421.00,9249083267.00,25202.12,6004414232.00,24787.37,1153689129.00,2038818203.00,5478543124.00,3380574141.00,1505045712.00,8207862255.00,25629.10,1322122824.00,1253563056.00,6445130341.00,2180918498.00,1479568798.00
JA-Ile_[2M+H]+_647.4228_79.75163,186551.60,35841.89,205899537.00,422080423.00,1558605458.00,1048071579.00,5955035499.00,25909.30,9543995215.00,296722.90,1822631131.00,170675466.00,1214955534.00,25341.19,1017864364.00,1689602494.00,1978582349.00,614212.10,58819.67,1920333404.00,4413585649.00,8316309081.00,1658468263.00,5833073127.00,25819.30,2011620649.00,1893376734.00,2000611862.00,1524325199.00,3055065706.00,1866455073.00,1179076562.00,1558385066.00,1020961986.00,1686406323.00,1077577928.00,171261.10,1802846334.00,196019.40,26661.24,341093.20,1138800373.00,229532.50,4902197133.00,55607.83,9093755152.00,1504170592.00,22254.19,161657.40,21664.79,4087784605.00,1893038255.00,1290304401.00,1814019719.00,1220743451.00,1373850227.00,33569.69,8416011272.00,267206.90,137338654.00,46632.47,97252.79,26150.18,26312.43,1384069094.00,617130182.00,24175.22,71054.10,1892338922.00,22821.96,36401.52,22587.57
Gibberellin A5_[2M+H]+_661.3014_72.00197,1673787936.00,9818535088.00,1178506122.00,6431998252.00,1303838014.00,2040651047.00,1784930591.00,1436438389.00,8460897496.00,576861445.00,7267766578.00,1856066104.00,9822276416.00,6378526476.00,12526.42,25183.62,9821212913.00,1251787333.00,33521.75,23607.81,2487464925.00,1852908877.00,177949.90,137773.00,5462711667.00,20133636.00,68276.31,1741372594.00,24673.53,27965.63,1820191437.00,108140.10,39976.67,1070376329.00,89393.66,126229.70,1331905091.00,1188513016.00,2127065232.00,1977626148.00,134335791.00,3777156561.00,2093970942.00,197413889.00,1867569544.00,2129413149.00,1915317696.00,2079358286.00,3792148395.00,1115699059.00,19644.06,2017940284.00,4340564331.00,2078117343.00,133685.90,4780772277.00,9269925317.00,196823.70,1392547974.00,61367.25,20908.10,841691681.00,8478471425.00,110380.80,149721.30,61462.14,195823.70,270163.80,6371744737.00,151605.30,127331.10,68299.38
Formononetin_[2M+H]+_537.1549_28.92955,1007965631.00,2485993714.00,1650759005.00,2038418655.00,1824231919.00,2326979195.00,1090882282.00,22733.38,1575770442.00,37507.01,5508691702.00,1480143513.00,6430411931.00,25915.74,284723515.00,2193503983.00,1748894063.00,1827493717.00,1839733716.00,1562034161.00,6652502431.00,27484.68,1576121014.00,5100589272.00,83303.02,1172546212.00,9129322996.00,132681.10,1597925254.00,110680.10,1407158127.00,2659022349.00,1446163109.00,25513.42,114959.20,22444.53,1684353321.00,2138559803.00,8828275016.00,4391167948.00,2034061245.00,21994.24,1480453931.00,4446591208.00,22677.84,204032116.00,1115137555.00,2069398967.00,1188974718.00,6365161323.00,2264403025.00,1332734497.00,1292180018.00,32354.70,185254.80,1216770351.00,49317.98,167428.60,1800002927.00,85768.91,74575.53,5117996409.00,604767416.00,180965.20,268408.70,188325.80,224659.80,45844.84,1483996706.00,185232.30,67289.54,2003932368.00
Dopamine_[M+H]+_154.0861_17.40821,1875277853.00,5773503377.00,6020823234.00,1289113489.00,1966557157.00,1667958788.00,1720337266.00,21626.49,227199.40,7420117537.00,22122.58,1156601478.00,199792.40,95973.09,22906.43,525263002.00,3321505517.00,37406.81,87478.99,24240.55,8868798367.00,3949129488.00,1895680631.00,47688.96,9596834012.00,100024.40,59245.89,116987.90,64130.94,21641.85,5007367204.00,25654.97,167269167.00,48405.11,2951969921.00,1905686682.00,1111282313.00,1491717274.00,43709.47,2714961583.00,1277093413.00,57978.61,1348542217.00,172593.60,5254709018.00,2128533603.00,249265.20,8016153479.00,1417958928.00,1858153995.00,33039.25,1533311874.00,2085537997.00,992570.70,5707544418.00,9187068565.00,2201260317.00,1903098759.00,24401.08,26480.79,83572.46,9475229712.00,4823454364.00,22937.21,1531628357.00,595321579.00,1335093184.00,2482660769.00,1347390663.00,39514.54,1865313866.00,25542.65
Dihydrochrysin_[2M+H]+_513.1555_49.44472,5122743727.00,181264.70,125681.70,1528841432.00,24792.44,208762.20,105281.20,937507833.00,248530.40,280635.30,298979.00,3826739273.00,50098.11,157454.10,289221.70,1182508778.00,180292.00,517844.80,32341.41,1641550647.00,9413276582.00,2897658482.00,1521049137.00,9487757033.00,2276931899.00,2689140759.00,1033641359.00,1551913511.00,32869.26,8368590591.00,8495301694.00,8504676822.00,9405328772.00,1651651429.00,7962799984.00,1811964268.00,1935501593.00,90359.73,36068.20,5150360.00,42644.62,25170.30,1060040012.00,27189.80,1432297314.00,7740846169.00,1091422047.00,5816557107.00,3153601753.00,264821.00,246291.20,4878133978.00,192578.70,316452.80,6841980559.00,41211.55,1291761469.00,5050217666.00,2326077227.00,1480729106.00,6085142816.00,435550.30,1417802887.00,1823865159.00,165605549.00,5068192892.00,131167975.00,4471157419.00,1468659255.00,8425670676.00,7608848603.00,6132229273.00
Afrormosin_[2M+H]+_597.1757_46.57666,2043346659.00,91440071.00,9459809458.00,122285506.00,2212423724.00,1647200376.00,8859585666.00,8742250439.00,16320892.00,3405826528.00,15259.46,2099770749.00,1122327305.00,1851828078.00,193468754.00,1150743336.00,1386671407.00,1183321738.00,21068.76,1455387279.00,6968423259.00,1968502827.00,305721021.00,7630411215.00,24348.54,25624.23,1848639011.00,22089.68,85616.16,161029.20,2023364461.00,132488.20,124311.10,8501821304.00,230890.40,179220.60,1521936662.00,1211500918.00,1307582859.00,1216371294.00,7504118458.00,1859388419.00,7970277334.00,7646069915.00,1796904956.00,6493433415.00,7021154843.00,1760386792.00,1052329333.00,1830860098.00,450990706.00,1945067629.00,239099097.00,1505023955.00,26546.46,2015662814.00,8871580371.00,1782979779.00,1631479022.00,4475012267.00,5180975927.00,14719.65,119438.40,2034990982.00,73887.85,138939.70,23502.96,146834.60,78100.55,3277387555.00,220379.70,112370.30
unknown_335.0526_47.6897,3409048278.00,1330919939.00,1225713764.00,21744.10,1168674342.00,1257013798.00,6106271313.00,1825893938.00,5017596151.00,7785735246.00,21443.09,1321047269.00,1703754735.00,4272807857.00,1626645023.00,1693305267.00,19994.14,1553422599.00,24974.10,1155016514.00,1552287451.00,21697.83,1920443987.00,1211133802.00,23512.92,3977664538.00,94214.91,6237053898.00,405111.90,309901.00,1522103836.00,78618.30,165545.70,2134864984.00,340886.40,295770.90,2166861002.00,6301392519.00,1356963929.00,7038792912.00,2141341396.00,2076174657.00,1063978833.00,1713780348.00,5484141246.00,1983754434.00,1435477139.00,1144527654.00,1982915939.00,2098901673.00,3014579523.00,9267010241.00,1637988137.00,8329933183.00,3478585139.00,1259326971.00,1770366937.00,2230253091.00,1451046246.00,2147710948.00,2012465522.00,6120979469.00,289589.40,26805.93,106979.90,138465.90,2166745132.00,74270.30,90746.98,25671.01,212960.90,251042.90
retinol_[2M+H]+_573.4708_67.34506,1847543342.00,5866282507.00,2109120406.00,9524537626.00,27318.50,412084745.00,8330247762.00,7101594568.00,6019375866.00,2721780654.00,7667286424.00,9858015675.00,1705682921.00,21636.67,35249.07,1346767794.00,5830753749.00,4751988185.00,1617300942.00,294766.20,2055385134.00,230252.20,225793.50,2072054183.00,214506.70,15797258.00,26187.71,8487379546.00,6890358898.00,26516.15,407893.70,312708.70,1815104483.00,280108.80,323668.80,172334.20,2209406826.00,239003.50,1598821176.00,8547137785.00,9842096468.00,216058.20,1501231261.00,43122.01,60334.36,4698874093.00,1759328577.00,1258503186.00,2551079512.00,729552841.00,30220.07,1479277612.00,2171283665.00,38384.11,1314346576.00,9922326371.00,1329330137.00,174640.80,1061912038.00,505831.30,181514.90,9945964874.00,1789148465.00,303448.20,2218741355.00,2954890124.00,1301494425.00,3645883433.00,80482.13,245979.20,1378669142.00,148507.80
unknown_279.231_75.35976,1204396385.00,25291.39,9345900602.00,197702.50,1936186044.00,22104.89,1506316254.00,1822313631.00,1505726186.00,197805463.00,8405101021.00,210729023.00,1288770121.00,9900417499.00,7922403355.00,1917684408.00,445341.40,1215442737.00,2071358304.00,7302056539.00,8995651233.00,9861519266.00,24733.80,66302.79,74830.52,1859943819.00,22550.92,1934472226.00,1501548844.00,58225.78,42511.59,1818494141.00,56807.82,25930.97,8856547927.00,417824242.00,1223714094.00,107588514.00,8983295783.00,1770856177.00,1345789738.00,3791758182.00,2146947984.00,173710.90,1434562447.00,2928010698.00,25871.78,1532041838.00,9900667832.00,1432698625.00,207694.00,1752836573.00,1362217603.00,9076349764.00,2153465292.00,1203210858.00,22681.98,40858.11,2087139893.00,37995.08,8778833.00,1403896116.00,4664940445.00,22937.74,286771306.00,1997863775.00,39432.96,8250332355.00,25406.30,34937.91,68807.73,37675.07
unknown_535.4643_101.7956,2228583468.00,1348699248.00,2199315453.00,1441767368.00,1370452695.00,1336099747.00,9610349247.00,1765339729.00,1068260347.00,22676.01,45369.94,1467430732.00,117595.70,8801524178.00,1746037864.00,2211004253.00,24786.59,1571700131.00,24835.81,1480546222.00,6603876454.00,1536351314.00,4470750986.00,6678122164.00,1362074219.00,7793130322.00,2217550526.00,9395483572.00,1459616118.00,2064259978.00,8475148516.00,5460989493.00,21734.49,16608584.00,1981115541.00,5530431827.00,9015367724.00,1532198482.00,103014.40,1877438346.00,210493.70,1977124528.00,69521.12,119754.20,37118.70,32970.55,192873.10,2067125274.00,1475560981.00,1645638391.00,7243911328.00,134469.30,1610058217.00,27140.62,1901305562.00,299924531.00,23876.15,629357288.00,2157667892.00,1487995726.00,2032965829.00,1196115986.00,2005132137.00,174043699.00,8067069294.00,1014578682.00,2232763055.00,34745.40,6933941465.00,1667489151.00,679572717.00,2232529408.00
medicarpin_[2M+H]+_541.1805_22.64951,27747.73,1591153992.00,6744243564.00,1448870238.00,2214747289.00,6710283323.00,101064502.00,21662.77,1395397694.00,2109225369.00,1222767089.00,37580.39,25848.84,35599.51,976901775.00,2079471476.00,9970358916.00,2139765041.00,1102146344.00,2630211467.00,6857040954.00,164161949.00,26987.76,7563737814.00,118635.90,1695460256.00,1172191923.00,59649.94,1188078924.00,1222601209.00,1413828669.00,24337.38,23245.65,40476.32,33513.95,42443.29,2394735539.00,23711.44,1921090174.00,480871.10,23691.07,8677388916.00,1993020804.00,766931068.00,22819.11,1164514279.00,23098.65,1952160715.00,659475227.00,2380885989.00,2126588848.00,5545782607.00,6773268884.00,9817504814.00,1776427879.00,31523.41,63906.48,41664.78,134034057.00,36265.80,1350488502.00,862323149.00,1668324345.00,1693859352.00,4274750326.00,27481.28,3727289976.00,23368.49,7419638061.00,30890.69,1996029924.00,23384.23
ep JA (oxo-phytodienoic acid)_[2M+H]+_585.4207_60.20451,1748967164.00,4960986675.00,1568519871.00,1519117332.00,1180542209.00,3000639831.00,1364391365.00,1906711196.00,5289819331.00,208071572.00,1257145189.00,1011106951.00,1672694478.00,184923693.00,9766738923.00,9161795041.00,1888221871.00,9945435076.00,1465124322.00,3307017013.00,2361646341.00,9780557289.00,1358759701.00,85959.33,25963.82,87775.27,2070416098.00,5366613199.00,416377.70,366649.20,544250117.00,327247.30,334660.10,2097291232.00,486286.70,436784.50,1620127006.00,4659221234.00,2059337537.00,152184593.00,1611393283.00,8558962561.00,1784734161.00,138441287.00,5887235777.00,2025729333.00,646896447.00,2109569857.00,2126193649.00,12118.45,1190498986.00,1240377443.00,102693913.00,151829503.00,88732.04,1210223899.00,6925641471.00,1589286339.00,522538208.00,38458.18,8171183823.00,1954109639.00,38288.34,9065204608.00,263003.00,283153.20,2284074026.00,423287.90,480952.50,23661.76,411941.40,422886.00
unknown_160.0747_20.59109,1330024.00,2626904084.00,1104795.00,1422401738.00,1072804583.00,2361877.00,1808047.00,1131225916.00,81915.24,2089472.00,8855457604.00,2291848.00,1444209808.00,1514316993.00,25155.34,76392986.00,1047571.00,38889.62,1991411839.00,34398.60,1328529526.00,25814.36,1214917072.00,23375.46,2143211788.00,34527.12,1653362618.00,1337091211.00,159985962.00,1060194396.00,1278383038.00,197865779.00,8492647131.00,1148513824.00,475177766.00,1212329558.00,1372949173.00,630904.00,167980004.00,9327508393.00,867412.10,589881.30,1321701813.00,1013512987.00,2530186.00,24361.75,1113845747.00,2161036205.00,506139.50,667514.80,5541301485.00,510882.50,1074511023.00,1040469757.00,1418461591.00,1918130699.00,2017541418.00,1486957837.00,7232596042.00,1211012781.00,27961.17,2811938.00,40355.92,1570314855.00,1598272593.00,1294061405.00,3271885564.00,6101480727.00,4210408982.00,1030788246.00,1166773698.00,186664125.00
Pinitol_[M+H]+_195.085_2.51289,175777.00,23855.88,212034.90,165315.80,1792799705.00,4756387411.00,80228.13,1422121365.00,68187.48,8926998443.00,8907107457.00,149478.60,2756705262.00,4644559442.00,1101012527.00,1210069751.00,4389557265.00,1910546744.00,1204806109.00,442181184.00,6325267639.00,8497873999.00,3631578331.00,192285554.00,2135359213.00,2141281035.00,1269472112.00,1072538393.00,47122.32,1110868681.00,34189.29,1594355501.00,34472.70,33399.91,1888403552.00,34033.72,1751680712.00,213421.90,6389346162.00,1438293007.00,179904.70,203539.80,2040794857.00,88163.62,65108.14,9005531215.00,62559.49,47881.09,162036.70,153074.40,9782879892.00,217660.70,8621216756.00,184827.40,22030.12,4430105838.00,2083465885.00,9280829147.00,1297279121.00,1944084098.00,1339185224.00,6719495005.00,1200018955.00,1265066738.00,73160.09,7060824953.00,25045.19,108968.50,2252520398.00,8286577878.00,48366.97,25337.87
